objetID,dateReferentiel,route,longueur,prD,depPrD,concessionPrD,absD,cumulD,x_debut,y_debut,zD,prF,depPrF,concessionPrF,absF,cumulF,xF,yF,zF,cote,voie,accrochage,anneeMesureTrafic,typeComptageTrafic,typeComptageTrafic_lib,trafic_moyen_journalier,ratio_PL
Sanef_120,01/01/2019,A0004,9606,408,67,C,200,408281,"1001897,95","6876301,66",0,417,67,C,806,417887,1003853,"6867371,39",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,21754.0,"16,13"
CtC3VtJ_section1_Sanef_120,01/01/2019,A0004,10394,417,67,C,806,417887,1003853,"6867371,39",0,428,57,C,200,428281,"1011642,36","6861189,19",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,21754.0,"16,13"
Sanef_121,01/01/2019,A0004,4728,428,57,C,200,428281,"1011642,36","6861189,19",0,432,57,C,928,433009,"1016315,46","6860892,35",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,31511.0,"21,11"
CtC3VtJ_section1_Sanef_121,01/01/2019,A0004,6472,432,57,C,928,433009,"1016315,46","6860892,35",0,439,67,C,400,439481,"1021859,53","6861045,55",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,31511.0,"21,11"
Sanef_122,01/01/2019,A0004,16600,439,67,C,400,439481,"1021859,53","6861045,55",0,456,67,C,0,456081,"1037986,73","6862000,87",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,27287.0,"22,45"
Sanef_123,01/01/2019,A0004,6950,456,67,C,0,456081,"1037986,73","6862000,87",0,462,67,C,950,463031,"1044185,61","6860033,67",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,30798.0,"20,67"
Sanef_124,01/01/2019,A0004,9450,462,67,C,950,463031,"1044185,61","6860033,67",0,472,67,C,400,472481,1048515,"6851879,81",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,63676.0,"10,19"
Sanef_125,01/01/2019,A0004,2300,472,67,C,400,472481,1048515,"6851879,81",0,0,67,N,0,474781,"1048610,95","6849594,05",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,86446.0,"11,54"
TMJ19_59,01/01/2019,A0004,1207,3,67,N,0,477145,"1047895,29","6847389,87",0,4,67,N,200,478352,"1048123,31","6846216,35",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,100307.0,124
TMJ19_60,01/01/2019,A0004,"321,3",4,67,N,200,478352,"1048123,31","6846216,35",0,4,67,N,"521,3","478673,3","1048155,05","6845895,82",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,95763.0,117
TMJ19_61,01/01/2019,A0004,"241,7",4,67,N,"521,3","478673,3","1048155,05","6845895,82",0,4,67,N,763,478915,"1048174,06","6845654,17",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,95763.0,117
TMJ19_62,01/01/2019,A0004,250,4,67,N,763,478915,"1048174,06","6845654,17",0,5,67,N,0,479165,"1048193,81","6845404,23",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,95763.0,117
TMJ19_66,01/01/2019,A0004,881,6,67,N,0,480174,"1048337,16","6844413,47",0,6,67,N,881,481055,"1048919,61","6843838,18",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,122501.0,106
TMJ19_67,01/01/2019,A0004,131,6,67,N,881,481055,"1048919,61","6843838,18",0,6,67,N,1012,481186,"1049024,84","6843772,13",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,122501.0,106
Aprr_109,01/01/2019,A0005,6732,0,77,C,0,0,"673326,69","6832720,47",0,6,77,C,732,6732,"679850,48","6831696,57",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,22310.0,"12,67"
Aprr_110,01/01/2019,A0005,7259,6,77,C,732,6732,"679850,48","6831696,57",0,13,77,C,991,13991,"684887,85","6826591,33",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,24111.0,"11,93"
Aprr_111,01/01/2019,A0005,17477,13,77,C,991,13991,"684887,85","6826591,33",0,31,77,C,468,31468,"695806,06","6813081,55",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,22866.0,"12,55"
Aprr_112,01/01/2019,A0005,7525,31,77,C,468,31468,"695806,06","6813081,55",0,38,77,C,993,38993,"701608,98","6808457,39",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20052.0,"13,49"
Aprr_113,01/01/2019,A0005,8332,38,77,C,993,38993,"701608,98","6808457,39",0,47,77,C,325,47325,"709825,97","6807720,86",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17090.0,"13,24"
UDShe4w_section1_Aprr_113,01/01/2019,A0005,1043,47,77,C,325,47325,"709825,97","6807720,86",0,48,89,C,368,48368,"710816,35","6807310,14",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17090.0,"13,24"
UDShe4w_section2_Aprr_113,01/01/2019,A0005,57,48,89,C,368,48368,"710816,35","6807310,14",0,48,89,C,425,48425,"710851,89","6807293,25",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17090.0,"13,24"
UDShe4w_section3_Aprr_113,01/01/2019,A0005,15514,48,89,C,425,48425,"710851,89","6807293,25",0,63,89,C,939,63939,"721729,43","6796579,09",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17090.0,"13,24"
Aprr_114,01/01/2019,A0005,24137,63,89,C,939,63939,"721729,43","6796579,09",0,88,89,C,76,88076,"744434,89","6793544,49",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14651.0,"13,72"
Aprr_115,01/01/2019,A0005,363,88,89,C,76,88076,"744434,89","6793544,49",0,88,89,C,439,88439,"744803,97","6793595,49",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14245.0,"13,95"
UDShe4w_section1_Aprr_115,01/01/2019,A0005,26676,88,89,C,439,88439,"744803,97","6793595,49",0,115,10,C,115,115115,"770171,07","6797223,85",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14245.0,"13,95"
Aprr_116,01/01/2019,A0005,16087,115,10,C,115,115115,"770171,07","6797223,85",0,131,10,C,202,131202,"783828,26","6791796,4",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,9632.0,"13,75"
Aprr_117,01/01/2019,A0005,4098,131,10,C,202,131202,"783828,26","6791796,4",0,135,10,C,300,135300,"787625,23","6792747,94",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,11401.0,"13,66"
Aprr_118,01/01/2019,A0005,22129,135,10,C,300,135300,"787625,23","6792747,94",0,157,10,C,429,157429,"807249,41","6787214,09",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,19980.0,"15,89"
Aprr_119,01/01/2019,A0005,23620,157,10,C,429,157429,"807249,41","6787214,09",0,181,10,C,49,181049,"828758,21","6781139,67",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,19482.0,"16,23"
UDShe4w_section1_Aprr_119,01/01/2019,A0005,1106,181,10,C,49,181049,"828758,21","6781139,67",0,182,52,C,155,182155,"829809,04","6780839,99",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,19482.0,"16,23"
UDShe4w_section2_Aprr_119,01/01/2019,A0005,2940,182,52,C,155,182155,"829809,04","6780839,99",0,185,10,C,95,185095,"832763,39","6780586,31",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,19482.0,"16,23"
Aprr_120,01/01/2019,A0005,930,185,10,C,95,185095,"832763,39","6780586,31",0,186,10,C,25,186025,"833511,52","6780020,02",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,19612.0,"16,5"
UDShe4w_section1_Aprr_120,01/01/2019,A0005,22242,186,10,C,25,186025,"833511,52","6780020,02",0,208,52,C,267,208267,"853553,2","6773042,6",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,19612.0,"16,5"
Aprr_121,01/01/2019,A0005,19833,208,52,C,267,208267,"853553,2","6773042,6",0,228,52,C,100,228100,"866053,82","6758632,41",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,21844.0,"21,16"
Aprr_122,01/01/2019,A0005A,364,0,91,C,0,0,"665756,59","6837277,51",0,0,91,C,364,364,"665800,31","6836906,02",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,67591.0,"7,29"
bE6etYA_section1_Aprr_122,01/01/2019,A0005A,1488,0,91,C,364,364,"665800,31","6836906,02",0,1,77,C,850,1852,"666654,61","6835723,24",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,67591.0,"7,29"
Aprr_123,01/01/2019,A0005A,613,1,77,C,850,1852,"666654,61","6835723,24",0,2,77,C,455,2465,"667179,19","6835407,4",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,67591.0,"7,29"
Aprr_124,01/01/2019,A0005A,626,2,77,C,455,2465,"667179,19","6835407,4",0,3,77,C,80,3091,667716,"6835084,97",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,61184.0,"6,81"
Aprr_125,01/01/2019,A0005A,1620,3,77,C,80,3091,667716,"6835084,97",0,4,77,C,700,4711,"669105,69","6834254,1",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,61184.0,"6,81"
Aprr_126,01/01/2019,A0005A,2062,4,77,C,700,4711,"669105,69","6834254,1",0,6,77,C,760,6773,"670910,78","6833280,36",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,36877.0,"6,84"
Aprr_127,01/01/2019,A0005A,2603,6,77,C,760,6773,"670910,78","6833280,36",0,9,77,C,360,9376,"673326,69","6832720,47",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,36877.0,"6,84"
TMJ19_68,01/01/2019,A0006,4275,0,91,N,0,0,"650377,75","6849789,2",0,12,91,N,690,4275,"649016,85","6845768,84",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,120665.0,92
TMJ19_69,01/01/2019,A0006,7815,12,91,N,690,4275,"649016,85","6845768,84",0,20,91,N,515,12090,"653843,75","6840115,86",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,169382.0,89
TMJ19_70,01/01/2019,A0006,3395,20,91,N,515,12090,"653843,75","6840115,86",0,23,91,N,910,15485,"655870,7","6837408,02",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,112219.0,
TMJ19_71,01/01/2019,A0006,595,23,91,N,910,15485,"655870,7","6837408,02",0,24,91,N,500,16080,"656303,45","6836997,6",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,138932.0,115
TMJ19_72,01/01/2019,A0006,2888,24,91,N,500,16080,"656303,45","6836997,6",0,27,91,N,400,18968,"658102,38","6834785,86",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,138932.0,115
TMJ19_73,01/01/2019,A0006,450,27,91,N,400,18968,"658102,38","6834785,86",0,27,91,N,850,19418,"658278,05","6834370,64",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,138932.0,115
TMJ19_74,01/01/2019,A0006,7084,27,91,N,850,19418,"658278,05","6834370,64",0,34,91,N,930,26502,"662347,16","6828716,42",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,86714.0,100
TMJ19_75,01/01/2019,A0006,3440,34,91,N,930,26502,"662347,16","6828716,42",0,38,91,N,385,29942,"663227,05","6825409,84",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,66800.0,115
Aprr_128,01/01/2019,A0006,2043,44,77,N,440,36018,"664266,34","6819482,33",0,46,77,C,483,38061,"664551,84","6817517,89",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,45317.0,"11,86"
Aprr_129,01/01/2019,A0006,14517,46,77,C,483,38061,"664551,84","6817517,89",0,61,77,C,0,52578,"669801,59","6804358,68",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,43003.0,"11,9"
Aprr_130,01/01/2019,A0006,8690,61,77,C,0,52578,"669801,59","6804358,68",0,69,77,C,690,61268,"676332,01","6798994,3",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,40441.0,"12,02"
Aprr_131,01/01/2019,A0006,3129,69,77,C,690,61268,"676332,01","6798994,3",0,72,77,C,819,64397,"678714,6","6797010,73",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,45164.0,"12,57"
Aprr_132,01/01/2019,A0006,7855,72,77,C,819,64397,"678714,6","6797010,73",0,80,77,C,674,72252,"683288,21","6790675,32",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,42163.0,"12,94"
Aprr_133,01/01/2019,A0006,10368,80,77,C,674,72252,"683288,21","6790675,32",0,91,77,C,42,82620,"691541,88","6784209,91",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,25340.0,"12,61"
oskrhle_section1_Aprr_133,01/01/2019,A0006,15173,91,77,C,42,82620,"691541,88","6784209,91",0,106,45,C,215,97793,"703630,24","6775827,96",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,25340.0,"12,61"
oskrhle_section2_Aprr_133,01/01/2019,A0006,3872,106,45,C,215,97793,"703630,24","6775827,96",0,110,89,C,87,101665,"706617,23","6773414,43",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,25340.0,"12,61"
Aprr_134,01/01/2019,A0006,1013,110,89,C,87,101665,"706617,23","6773414,43",0,111,89,C,100,102678,"707355,2","6772723,95",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,25370.0,"13,23"
Aprr_135,01/01/2019,A0006,17000,111,89,C,100,102678,"707355,2","6772723,95",0,128,89,C,100,119678,"718213,7","6759824,03",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,35602.0,"14,35"
Aprr_136,01/01/2019,A0006,25560,128,89,C,100,119678,"718213,7","6759824,03",0,153,89,C,660,145238,"741016,69","6750689,49",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,33916.0,"14,74"
Aprr_137,01/01/2019,A0006,11311,153,89,C,660,145238,"741016,69","6750689,49",0,164,89,C,971,156549,"748638,36","6744537,2",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,31410.0,"15,35"
Aprr_138,01/01/2019,A0006,25163,164,89,C,971,156549,"748638,36","6744537,2",0,190,89,C,134,181712,"766330,88","6729217,07",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,32878.0,"15,25"
Aprr_139,01/01/2019,A0006,19338,190,89,C,134,181712,"766330,88","6729217,07",0,209,89,C,472,201050,"774828,71","6713046,86",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,33201.0,"15,26"
Aprr_140,01/01/2019,A0006,9728,209,89,C,472,201050,"774828,71","6713046,86",0,219,89,C,200,210778,"784048,85","6711347,62",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,32642.0,"14,28"
oskrhle_section1_Aprr_140,01/01/2019,A0006,16163,219,89,C,200,210778,"784048,85","6711347,62",0,235,21,C,363,226941,"798494,24","6704699,36",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,32642.0,"14,28"
Aprr_141,01/01/2019,A0006,29044,235,21,C,363,226941,"798494,24","6704699,36",0,264,21,C,407,255985,"817718,66","6684655,58",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,33451.0,"14,29"
Aprr_142,01/01/2019,A0006,36650,264,21,C,407,255985,"817718,66","6684655,58",0,301,21,C,57,292635,"840560,33","6661604,9",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,28880.0,"14,96"
Aprr_143,01/01/2019,A0006,3543,301,21,C,57,292635,"840560,33","6661604,9",0,304,21,C,600,296178,"841965,1","6659252,6",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,33063.0,"13,95"
Aprr_144,01/01/2019,A0006,2180,304,21,C,600,296178,"841965,1","6659252,6",0,306,21,C,780,298358,"841291,96","6657249,93",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,69844.0,"19,3"
Aprr_145,01/01/2019,A0006,7720,306,21,C,780,298358,"841291,96","6657249,93",0,314,21,C,500,306078,"838773,19","6650263,84",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,65092.0,"19,99"
oskrhle_section1_Aprr_145,01/01/2019,A0006,14470,314,21,C,500,306078,"838773,19","6650263,84",0,328,71,C,970,320548,"839206,2","6635427,66",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,65092.0,"19,99"
Aprr_146,01/01/2019,A0006,6160,328,71,C,970,320548,"839206,2","6635427,66",0,335,71,C,130,326708,"839818,76","6629511,23",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,64154.0,"21,44"
Aprr_147,01/01/2019,A0006,20290,335,71,C,130,326708,"839818,76","6629511,23",0,355,71,C,420,346998,"845450,78","6610714,48",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,58841.0,"18,16"
Aprr_148,01/01/2019,A0006,25480,355,71,C,420,346998,"845450,78","6610714,48",0,380,71,C,900,372478,"841156,7","6587108,23",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,58127.0,"18,23"
Aprr_149,01/01/2019,A0006,2155,380,71,C,900,372478,"841156,7","6587108,23",0,383,71,C,55,374633,"840480,89","6585076,11",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,59261.0,"19,29"
Aprr_150,01/01/2019,A0006,8176,383,71,C,55,374633,"840480,89","6585076,11",0,391,71,C,231,382809,837754,"6577719,81",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,51385.0,"19,82"
Aprr_151,01/01/2019,A0006,12639,391,71,C,231,382809,837754,"6577719,81",0,403,71,C,870,395448,"836524,77","6565504,37",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,60338.0,"19,43"
oskrhle_section1_Aprr_151,01/01/2019,A0006,8630,403,71,C,870,395448,"836524,77","6565504,37",0,412,69,C,500,404078,"835243,57","6557165,93",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,60338.0,"19,43"
Aprr_152,01/01/2019,A0006,8950,412,69,C,500,404078,"835243,57","6557165,93",0,421,69,C,450,413028,"833434,78","6548516,71",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,69999.0,"17,25"
Aprr_153,01/01/2019,A0006,5090,421,69,C,450,413028,"833434,78","6548516,71",0,426,69,C,540,418118,"834397,47","6543601,12",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,73818.0,"16,69"
Aprr_154,01/01/2019,A0006,5560,426,69,C,540,418118,"834397,47","6543601,12",0,432,69,C,100,423678,"833876,81","6538669,37",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,92381.0,"14,54"
Aprr_155,01/01/2019,A0006,810,432,69,C,100,423678,"833876,81","6538669,37",0,432,69,C,910,424488,"833794,61","6537874,42",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,45508.0,"9,08"
Aprr_156,01/01/2019,A0006,4092,432,69,C,910,424488,"833794,61","6537874,42",0,437,69,C,2,428580,"834450,54","6533919,86",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,46957.0,"8,92"
Aprr_157,01/01/2019,A0006,6036,437,69,C,2,428580,"834450,54","6533919,86",0,443,69,C,38,434616,"836080,85",6528229,0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,56155.0,"10,06"
Aprr_158,01/01/2019,A0006,1032,443,69,C,38,434616,"836080,85",6528229,0,444,69,C,70,435648,"836617,58","6527361,05",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,72316.0,"5,25"
Aprr_159,01/01/2019,A0006,1240,444,69,C,70,435648,"836617,58","6527361,05",0,445,69,C,310,436888,"836984,45","6526193,96",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,72316.0,"5,25"
TMJ19_82,01/01/2019,A0007,1025,6,69,N,155,6222,"842815,69","6512880,2",0,7,69,N,170,7247,"843448,06","6512130,2",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,143042.0,82
TMJ19_83,01/01/2019,A0007,334,7,69,N,170,7247,"843448,06","6512130,2",0,7,69,N,504,7581,"843610,6","6511843,46",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,143042.0,82
TMJ19_84,01/01/2019,A0007,5799,7,69,N,504,7581,"843610,6","6511843,46",0,13,69,N,350,13380,"842344,16","6506404,82",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,143042.0,82
TMJ19_85,01/01/2019,A0007,6720,13,69,N,350,13380,"842344,16","6506404,82",0,20,69,N,66,20100,"840219,1","6500318,34",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,93706.0,81
TMJ19_86,01/01/2019,A0007,264,20,69,N,66,20100,"840219,1","6500318,34",0,20,69,N,330,20364,"840302,41","6500067,28",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,93706.0,81
Asf_125,01/01/2019,A0007,10245,6,38,C,0,20364,"843170,65","6487932,34",0,16,38,C,245,30609,"841286,89","6478245,59",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,75394.0,"19,41"
Asf_126,01/01/2019,A0007,7385,16,38,C,245,30609,"841286,89","6478245,59",0,23,38,C,630,37994,"841946,36","6471025,19",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,76478.0,"19,27"
Asf_127,01/01/2019,A0007,2650,23,38,C,630,37994,"841946,36","6471025,19",0,26,38,C,280,40644,"842482,22","6468533,76",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,69957.0,"19,38"
ZYHkGHF_section1_Asf_127,01/01/2019,A0007,28826,26,38,C,280,40644,"842482,22","6468533,76",0,55,26,C,106,69470,"847309,67","6442597,33",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,69957.0,"19,38"
Asf_128,01/01/2019,A0007,10733,55,26,C,106,69470,"847309,67","6442597,33",0,65,26,C,839,80203,"848666,22","6432135,15",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,69332.0,"19,14"
Asf_129,01/01/2019,A0007,7931,65,26,C,839,80203,"848666,22","6432135,15",0,73,26,C,770,88134,"848028,98","6424350,86",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,64253.0,"20,66"
Asf_130,01/01/2019,A0007,18505,73,26,C,770,88134,"848028,98","6424350,86",0,92,26,C,275,106639,"841979,92","6408158,15",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,85289.0,"16,84"
Asf_131,01/01/2019,A0007,9927,92,26,C,275,106639,"841979,92","6408158,15",0,102,26,C,202,116566,"842441,09","6398504,77",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,80895.0,"17,4"
Asf_132,01/01/2019,A0007,22431,102,26,C,202,116566,"842441,09","6398504,77",0,124,26,C,633,138997,"840496,9","6377353,4",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,74036.0,"18,11"
Asf_133,01/01/2019,A0007,17977,124,26,C,633,138997,"840496,9","6377353,4",0,142,26,C,610,156974,"838696,36","6360045,49",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,73090.0,"17,87"
ZYHkGHF_section1_Asf_133,01/01/2019,A0007,3730,142,26,C,610,156974,"838696,36","6360045,49",0,146,84,C,340,160704,"839253,27","6356460,91",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,73090.0,"17,87"
Asf_134,01/01/2019,A0007,16490,146,84,C,340,160704,"839253,27","6356460,91",0,162,84,C,830,177194,"841060,29","6342366,05",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,75123.0,"17,65"
Asf_135,01/01/2019,A0007,3929,162,84,C,830,177194,"841060,29","6342366,05",0,166,84,C,759,181123,"842816,01","6338889,74",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,83489.0,"17,54"
Asf_136,01/01/2019,A0007,639,166,84,C,759,181123,"842816,01","6338889,74",0,167,84,C,398,181762,"843250,4","6338422,15",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,56452.0,"14,44"
Asf_137,01/01/2019,A0007,5042,167,84,C,398,181762,"843250,4","6338422,15",0,172,84,C,440,186804,"847540,51","6336266,39",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,56175.0,"14,52"
Asf_138,01/01/2019,A0007,16040,172,84,C,440,186804,"847540,51","6336266,39",0,188,84,C,480,202844,"851838,51","6322008,04",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,54819.0,"13,34"
Asf_139,01/01/2019,A0007,9640,188,84,C,480,202844,"851838,51","6322008,04",0,198,84,C,120,212484,"853885,57","6312777,69",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,62971.0,"12,88"
Asf_140,01/01/2019,A0007,1355,198,84,C,120,212484,"853885,57","6312777,69",0,199,84,C,475,213839,"854505,45","6311612,22",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,60793.0,"12,85"
ZYHkGHF_section1_Asf_140,01/01/2019,A0007,12385,199,84,C,475,213839,"854505,45","6311612,22",0,211,13,C,860,226224,"863613,14","6303922,66",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,60793.0,"12,85"
Asf_141,01/01/2019,A0007,9330,211,13,C,860,226224,"863613,14","6303922,66",0,221,13,C,190,235554,"868110,26","6296015,09",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,69201.0,"13,38"
Asf_142,01/01/2019,A0007,9790,221,13,C,190,235554,"868110,26","6296015,09",0,230,13,C,980,245344,"869693,31","6286551,61",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,66606.0,"13,5"
Asf_143,01/01/2019,A0007,4006,230,13,C,980,245344,"869693,31","6286551,61",0,234,13,C,986,249350,"871825,02","6283178,85",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,64723.0,"13,83"
Asf_144,01/01/2019,A0007,11044,234,13,C,986,249350,"871825,02","6283178,85",0,246,13,C,30,260394,"879961,4","6276338,49",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,97218.0,"12,8"
Asf_145,01/01/2019,A0007,7842,246,13,C,30,260394,"879961,4","6276338,49",0,0,13,N,0,268236,"881107,2","6269235,08",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,44805.0,"12,5"
TMJ19_88,01/01/2019,A0007,1709,259,13,N,570,274026,"881346,82","6263716,29",0,261,13,N,270,275735,"882415,63","6262394,78",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,59559.0,
TMJ19_89,01/01/2019,A0007,846,261,13,N,270,275735,"882415,63","6262394,78",0,262,13,N,120,276581,"882932,67","6261723,36",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,53516.0,
TMJ19_90,01/01/2019,A0007,1893,262,13,N,120,276581,"882932,67","6261723,36",0,264,13,N,0,278474,"884182,34","6260313,85",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,82737.0,
TMJ19_92,01/01/2019,A0007,"61,2",264,13,N,300,278774,"884415,27","6260124,23",0,264,13,N,"361,2","278835,2","884461,15","6260083,66",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,112114.0,
TMJ19_93,01/01/2019,A0007,"530,8",264,13,N,"361,2","278835,2","884461,15","6260083,66",0,265,13,N,0,279366,"884842,65","6259713,83",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,112114.0,
TMJ19_94,01/01/2019,A0007,"967,9",265,13,N,0,279366,"884842,65","6259713,83",0,265,13,N,"967,9","280333,9","885577,42","6259108,81",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,94134.0,
TMJ19_95,01/01/2019,A0007,"72,1",265,13,N,"967,9","280333,9","885577,42","6259108,81",0,265,13,N,1040,280406,"885641,21","6259077,08",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,94134.0,
TMJ19_96,01/01/2019,A0007,1357,265,13,N,1040,280406,"885641,21","6259077,08",0,267,13,N,280,281763,"886958,06","6258769,64",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,52387.0,
